trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'e': 0.16202575093388075, 'a': 0.01}",25,6,32.37573893888324,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'e': 0.16041356777517274, 'a': 0.01}",20,0,-28.63241878278,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
185,False,"{'e': 0.15881742610692068, 'a': 0.01}",30,12,16.502970193080643,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'e': 0.1572371663136276, 'a': 0.01}",25,16,8.502391401823953,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
187,False,"{'e': 0.1556726303679973, 'a': 0.01}",20,12,12.647316634248511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'e': 0.1541236618151314, 'a': 0.01}",20,13,5.491444541472612,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'e': 0.15259010575688386, 'a': 0.01}",30,11,-32.545410991580425,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
190,False,"{'e': 0.15107180883637084, 'a': 0.01}",20,3,0.2560954415645982,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
191,False,"{'e': 0.14956861922263504, 'a': 0.01}",20,16,8.480480260934005,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'e': 0.14808038659546244, 'a': 0.01}",20,0,-15.367094736994874,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
193,False,"{'e': 0.14660696213035015, 'a': 0.01}",30,18,21.24919648932279,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'e': 0.14514819848362373, 'a': 0.01}",20,11,4.485230118996748,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'e': 0.14370394977770293, 'a': 0.01}",25,7,-21.20585691179725,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
196,False,"{'e': 0.1422740715865136, 'a': 0.01}",20,13,-27.292196574584842,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
197,False,"{'e': 0.140858420921045, 'a': 0.01}",35,0,48.0843538723898,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'e': 0.13945685621505094, 'a': 0.01}",30,4,16.169370480958147,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'e': 0.13806923731089282, 'a': 0.01}",20,0,5.377719145615055,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
200,False,"{'e': 0.13669542544552385, 'a': 0.01}",20,12,4.809419952095041,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'e': 0.1353352832366127, 'a': 0.01}",20,0,24.618389330451397,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
202,False,"{'e': 0.13398867466880493, 'a': 0.01}",20,2,-27.4203485502486,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
203,False,"{'e': 0.13265546508012172, 'a': 0.01}",20,0,20.22920446780345,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
204,False,"{'e': 0.13133552114849303, 'a': 0.01}",25,0,41.569074515221075,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'e': 0.1300287108784259, 'a': 0.01}",20,5,23.427591956589232,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'e': 0.12873490358780423, 'a': 0.01}",20,10,-55.07517527373567,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
207,False,"{'e': 0.12745396989482075, 'a': 0.01}",20,16,7.976697975875885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'e': 0.12618578170503877, 'a': 0.01}",20,11,0.47313140133076503,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'e': 0.12493021219858241, 'a': 0.01}",20,1,7.560908458585135,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
210,False,"{'e': 0.12368713581745483, 'a': 0.01}",30,19,-4.3368470472514,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'e': 0.1224564282529819, 'a': 0.01}",20,16,5.421757513732782,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'e': 0.12123796643338168, 'a': 0.01}",20,0,36.05570565601427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'e': 0.12003162851145673, 'a': 0.01}",20,0,20.39035101548606,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'e': 0.11883729385240965, 'a': 0.01}",20,4,26.123269721606412,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'e': 0.11765484302177918, 'a': 0.01}",20,8,19.225776386496165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'e': 0.11648415777349697, 'a': 0.01}",20,13,11.119218204539912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'e': 0.11532512103806251, 'a': 0.01}",20,16,7.332497605870202,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'e': 0.1141776169108365, 'a': 0.01}",20,0,-46.09617053252296,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
219,False,"{'e': 0.11304153064044985, 'a': 0.01}",35,8,14.324079137445862,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 0}",1
220,False,"{'e': 0.11191674861732888, 'a': 0.01}",20,9,-24.22728538194517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
221,False,"{'e': 0.11080315836233387, 'a': 0.01}",30,8,-13.276317163293248,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
222,False,"{'e': 0.10970064851551141, 'a': 0.01}",25,8,31.89042792401445,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'e': 0.10860910882495796, 'a': 0.01}",25,0,-22.419370910202378,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
224,False,"{'e': 0.10752843013579495, 'a': 0.01}",20,0,4.105831073359124,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
225,False,"{'e': 0.1064585043792528, 'a': 0.01}",20,6,1.2267432509803833,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
226,False,"{'e': 0.10539922456186433, 'a': 0.01}",20,0,22.830242666188855,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
227,False,"{'e': 0.104350484754765, 'a': 0.01}",25,4,5.561753969444829,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
228,False,"{'e': 0.1033121800831002, 'a': 0.01}",25,2,-7.996348928466344,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
229,False,"{'e': 0.10228420671553744, 'a': 0.01}",30,0,5.300721482529994,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
230,False,"{'e': 0.1012664618538834, 'a': 0.01}",20,0,27.681068827506905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'e': 0.1002588437228037, 'a': 0.01}",20,0,18.507841357722242,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
232,False,"{'e': 0.09926125155964566, 'a': 0.01}",20,10,18.025391802124187,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'e': 0.09827358560436154, 'a': 0.01}",20,13,13.926569349929984,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'e': 0.09729574708953276, 'a': 0.01}",25,4,34.970647727392056,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'e': 0.09632763823049303, 'a': 0.01}",25,17,12.282993315746824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'e': 0.09536916221554961, 'a': 0.01}",25,7,7.776831850790964,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'e': 0.09442022319630235, 'a': 0.01}",20,0,-22.52280912757821,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
238,False,"{'e': 0.09348072627805847, 'a': 0.01}",25,15,18.75087657709515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'e': 0.09255057751034329, 'a': 0.01}",20,0,34.69075808513128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,False,"{'e': 0.09162968387750484, 'a': 0.01}",20,0,-13.017445209699268,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
241,False,"{'e': 0.09071795328941251, 'a': 0.01}",20,14,10.616451222215776,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'e': 0.08981529457224763, 'a': 0.01}",30,0,17.37276431819334,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
243,False,"{'e': 0.08892161745938634, 'a': 0.01}",25,1,24.516021724111887,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'e': 0.08803683258237255, 'a': 0.01}",25,9,25.13494916606241,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'e': 0.0871608514619813, 'a': 0.01}",20,4,26.247001196174168,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'e': 0.0862935864993705, 'a': 0.01}",25,16,16.356542171493587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'e': 0.08543495096732123, 'a': 0.01}",25,0,33.172960133456534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'e': 0.08458485900156469, 'a': 0.01}",30,15,29.151386059324892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'e': 0.08374322559219596, 'a': 0.01}",25,15,14.41850287039119,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'e': 0.08290996657517266, 'a': 0.01}",30,0,47.43770958867432,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'e': 0.0820849986238988, 'a': 0.01}",20,0,-10.406650795304046,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
252,False,"{'e': 0.08126823924089167, 'a': 0.01}",30,18,12.136487847356458,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'e': 0.08045960674953244, 'a': 0.01}",30,12,-6.500630869528395,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
254,False,"{'e': 0.07965902028589801, 'a': 0.01}",25,15,22.299697061613564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'e': 0.07886639979067495, 'a': 0.01}",35,3,-42.903724833600904,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 2}",1
256,False,"{'e': 0.07808166600115313, 'a': 0.01}",20,16,8.28990189285203,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'e': 0.07730474044329974, 'a': 0.01}",20,12,5.966454208766818,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'e': 0.07653554542391151, 'a': 0.01}",20,11,5.138845167805298,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'e': 0.07577400402284548, 'a': 0.01}",20,0,-19.627500723622745,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
260,False,"{'e': 0.07502004008532698, 'a': 0.01}",20,10,20.92677080527653,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'e': 0.07427357821433388, 'a': 0.01}",25,10,21.383574018902014,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'e': 0.0735345437630571, 'a': 0.01}",25,0,34.76234540995578,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'e': 0.07280286282743559, 'a': 0.01}",25,14,20.7036950899126,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'e': 0.0720784622387661, 'a': 0.01}",20,14,10.986629082361947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'e': 0.07136126955638605, 'a': 0.01}",25,17,17.702567005022054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'e': 0.0706512130604296, 'a': 0.01}",20,14,-32.16467832506997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'e': 0.06994822174465536, 'a': 0.01}",25,9,22.516985295638854,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
268,False,"{'e': 0.069252225309346, 'a': 0.01}",20,15,12.622748277888036,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'e': 0.06856315415427791, 'a': 0.01}",20,3,27.120123110255285,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'e': 0.06788093937176144, 'a': 0.01}",25,8,26.831842570149558,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'e': 0.06720551273974976, 'a': 0.01}",20,2,5.892042672507391,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
272,False,"{'e': 0.06653680671501686, 'a': 0.01}",20,12,14.723613642568463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'e': 0.06587475442640295, 'a': 0.01}",20,11,15.45465392656539,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'e': 0.06521928966812753, 'a': 0.01}",20,6,24.78565158858367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'e': 0.06457034689316847, 'a': 0.01}",25,11,21.193612117642743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'e': 0.06392786120670757, 'a': 0.01}",35,28,13.491512601691635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'e': 0.0632917683596407, 'a': 0.01}",25,16,16.01239336416522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'e': 0.06266200474215315, 'a': 0.01}",25,0,31.096731002294213,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'e': 0.06203850737735829, 'a': 0.01}",25,3,-0.08118637094026648,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
280,False,"{'e': 0.06142121391500013, 'a': 0.01}",25,15,20.505950570215003,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'e': 0.06081006262521795, 'a': 0.01}",25,8,28.615034467389428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'e': 0.06020499239237354, 'a': 0.01}",30,0,38.12778580779953,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'e': 0.05960594270893937, 'a': 0.01}",20,0,0.6286489616701079,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
284,False,"{'e': 0.05901285366944784, 'a': 0.01}",25,0,33.32890186077149,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'e': 0.05842566596450083, 'a': 0.01}",20,11,-7.228838000221673,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'e': 0.057844320874838456, 'a': 0.01}",30,12,33.96540016453348,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'e': 0.05726876026546736, 'a': 0.01}",30,8,7.15657726521556,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
288,False,"{'e': 0.0566989265798469, 'a': 0.01}",20,3,18.285396510643675,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'e': 0.056134762834133725, 'a': 0.01}",20,0,28.39386720516474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'e': 0.05557621261148306, 'a': 0.01}",25,13,23.027613697310464,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'e': 0.05502322005640723, 'a': 0.01}",25,17,16.12117417465899,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'e': 0.05447572986918986, 'a': 0.01}",30,0,40.84002725096627,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
293,False,"{'e': 0.05393368730035602, 'a': 0.01}",20,3,1.8092709479777076,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
294,False,"{'e': 0.053397038145197084, 'a': 0.01}",20,9,15.61740189531745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'e': 0.05286572873835037, 'a': 0.01}",30,0,45.68574942317138,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'e': 0.05233970594843238, 'a': 0.01}",20,6,21.43327364337329,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'e': 0.05181891717272583, 'a': 0.01}",30,14,28.602804444561382,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'e': 0.05130331033191911, 'a': 0.01}",25,12,27.140801082840177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'e': 0.0507928338648985, 'a': 0.01}",25,13,22.38303657614314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'e': 0.050287436723591865, 'a': 0.01}",30,16,21.065072472722143,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'e': 0.049787068367863944, 'a': 0.01}",30,9,31.68937148521928,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",25,14,19.94139515170612,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,16,7.609615431294084,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,9,15.150518006315167,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,16,13.81351926252901,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",20,10,17.731988914164507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",25,12,24.437963006862486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",20,10,18.435674418328553,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",20,3,28.198437793076625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,8,21.182466392040528,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",25,0,37.23651293120117,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
